transaction_id,player_id,transaction_datetime,game_type,payment_method,stake_amount,win_amount,deposit_amount,withdrawal_amount,bonus_amount,transaction_date
T000657,P0041,2026-01-07 03:11:00,Sportsbook,E-Wallet,11.18,6.13,0.0,0.0,46.51,2026-01-07
T000658,P0041,2026-01-22 17:15:00,Slots,Bank Transfer,16.89,23.84,0.0,0.0,0.0,2026-01-22
T000659,P0041,2026-02-25 19:33:00,Slots,Bank Transfer,23.84,21.9,0.0,0.0,0.0,2026-02-25
T000660,P0041,2026-03-10 01:53:00,Poker,Card,74.69,61.4,0.0,0.0,0.0,2026-03-10
T000661,P0041,2026-02-22 06:10:00,Sportsbook,Bank Transfer,25.71,12.85,65.98,72.76,5.06,2026-02-22
T000662,P0041,2026-02-16 22:40:00,Slots,E-Wallet,26.07,32.21,0.0,0.0,8.93,2026-02-16
T000663,P0041,2026-01-05 21:53:00,Sportsbook,Card,56.84,61.63,0.0,23.01,54.59,2026-01-05
T000664,P0041,2026-01-26 21:41:00,Live Casino,Bank Transfer,86.72,103.09,0.0,0.0,0.0,2026-01-26
T000665,P0041,2026-01-28 13:51:00,Table Games,Card,41.13,39.55,0.0,0.0,0.0,2026-01-28
T000666,P0041,2026-02-01 08:10:00,Slots,Bank Transfer,13.09,12.54,0.0,0.0,0.0,2026-02-01
T000667,P0041,2026-01-08 13:55:00,Sportsbook,E-Wallet,27.87,25.01,0.0,0.0,0.0,2026-01-08
T000668,P0041,2026-03-21 22:55:00,Sportsbook,Card,14.69,10.08,0.0,0.0,0.0,2026-03-21
T000669,P0041,2026-01-20 13:21:00,Table Games,Card,42.3,34.85,113.89,0.0,20.49,2026-01-20
T000670,P0042,2026-02-12 11:36:00,Slots,E-Wallet,51.96,42.22,0.0,0.0,0.0,2026-02-12
T000671,P0042,2026-03-02 13:48:00,Slots,E-Wallet,25.4,19.86,54.49,0.0,0.0,2026-03-02
T000672,P0042,2026-01-12 18:24:00,Slots,Bank Transfer,15.97,17.97,0.0,0.0,0.0,2026-01-12
T000673,P0042,2026-02-18 09:55:00,Slots,Card,73.48,68.33,0.0,0.0,0.0,2026-02-18
T000674,P0042,2026-03-13 20:52:00,Slots,E-Wallet,17.01,18.0,0.0,0.0,0.0,2026-03-13
T000675,P0042,2026-02-13 18:21:00,Live Casino,Bank Transfer,30.35,31.82,120.05,0.0,29.41,2026-02-13
T000676,P0042,2026-03-16 09:07:00,Slots,Card,48.77,45.53,0.0,0.0,0.0,2026-03-16
T000677,P0043,2026-03-22 18:28:00,Live Casino,E-Wallet,71.76,50.07,0.0,0.0,0.0,2026-03-22
T000678,P0043,2026-01-03 20:02:00,Slots,Card,107.63,72.28,0.0,0.0,0.0,2026-01-03
T000679,P0043,2026-03-07 18:01:00,Live Casino,Crypto,104.0,81.13,0.0,0.0,0.0,2026-03-07
T000680,P0043,2026-02-09 13:06:00,Slots,Card,171.0,146.58,0.0,0.0,0.0,2026-02-09
T000681,P0043,2026-03-10 20:31:00,Live Casino,Bank Transfer,124.82,105.12,0.0,0.0,0.0,2026-03-10
T000682,P0043,2026-01-29 21:37:00,Slots,Card,124.07,145.42,47.95,0.0,0.0,2026-01-29
T000683,P0043,2026-02-19 01:05:00,Poker,Card,88.35,50.49,0.0,0.0,0.0,2026-02-19
T000684,P0043,2026-01-03 00:39:00,Sportsbook,E-Wallet,97.97,54.5,0.0,0.0,0.0,2026-01-03
T000685,P0043,2026-02-14 17:22:00,Slots,Card,131.04,92.37,0.0,0.0,0.0,2026-02-14
T000686,P0043,2026-02-27 21:49:00,Live Casino,Bank Transfer,110.35,69.21,0.0,0.0,0.0,2026-02-27
T000687,P0043,2026-01-27 18:59:00,Sportsbook,Card,259.6,221.61,214.63,0.0,0.0,2026-01-27
T000688,P0043,2026-01-03 10:05:00,Slots,E-Wallet,33.57,29.53,0.0,0.0,0.0,2026-01-03
T000689,P0043,2026-02-09 23:51:00,Slots,E-Wallet,197.18,182.64,29.22,0.0,0.0,2026-02-09
T000690,P0043,2026-03-25 11:16:00,Sportsbook,Card,150.63,88.28,48.57,0.0,0.0,2026-03-25
T000691,P0043,2026-01-19 16:42:00,Sportsbook,Card,93.92,103.1,0.0,0.0,0.0,2026-01-19
T000692,P0043,2026-01-15 22:13:00,Slots,E-Wallet,88.59,110.61,0.0,0.0,0.0,2026-01-15
T000693,P0043,2026-03-30 15:11:00,Slots,Card,61.31,62.25,0.0,0.0,0.0,2026-03-30
T000694,P0043,2026-01-05 13:52:00,Poker,Card,17.19,18.52,0.0,0.0,0.0,2026-01-05
T000695,P0043,2026-03-05 22:30:00,Sportsbook,Card,9.8,4.58,89.02,0.0,0.0,2026-03-05
T000696,P0044,2026-01-21 11:43:00,Sportsbook,Card,31.06,38.93,0.0,0.0,0.0,2026-01-21
T000697,P0044,2026-01-16 04:17:00,Sportsbook,Card,81.63,75.29,0.0,0.0,0.0,2026-01-16
T000698,P0044,2026-01-04 02:48:00,Live Casino,Card,12.23,12.61,0.0,29.71,50.43,2026-01-04
T000699,P0044,2026-01-14 02:32:00,Slots,Crypto,51.99,49.78,0.0,0.0,52.95,2026-01-14
T000700,P0044,2026-01-19 06:47:00,Slots,Card,7.93,8.29,0.0,0.0,0.0,2026-01-19
T000701,P0044,2026-02-13 17:57:00,Slots,Card,11.19,11.04,0.0,0.0,0.0,2026-02-13
T000702,P0044,2026-03-28 10:51:00,Poker,Card,108.63,89.35,0.0,0.0,0.0,2026-03-28
T000703,P0045,2026-01-26 12:35:00,Live Casino,Crypto,35.81,30.15,0.0,0.0,0.0,2026-01-26
T000704,P0045,2026-03-29 17:35:00,Slots,Crypto,32.2,34.19,0.0,0.0,0.0,2026-03-29
T000705,P0045,2026-01-15 13:47:00,Table Games,Card,35.42,28.32,0.0,0.0,0.0,2026-01-15
T000706,P0045,2026-03-01 02:44:00,Slots,E-Wallet,25.82,25.97,0.0,0.0,0.0,2026-03-01
T000707,P0045,2026-02-04 18:06:00,Poker,Card,47.98,35.2,0.0,0.0,0.0,2026-02-04
T000708,P0045,2026-01-14 03:09:00,Poker,Card,23.66,15.9,54.0,0.0,0.0,2026-01-14
T000709,P0045,2026-01-23 20:25:00,Sportsbook,Card,56.89,63.64,0.0,0.0,0.0,2026-01-23
T000710,P0045,2026-01-06 06:47:00,Slots,Card,18.28,18.53,0.0,0.0,0.0,2026-01-06
T000711,P0046,2026-02-07 09:53:00,Slots,Card,50.83,37.82,0.0,39.58,33.08,2026-02-07
T000712,P0046,2026-01-13 17:29:00,Live Casino,E-Wallet,83.37,85.85,0.0,0.0,0.0,2026-01-13
T000713,P0046,2026-03-10 11:13:00,Slots,Card,44.54,37.01,0.0,0.0,0.0,2026-03-10
T000714,P0046,2026-03-16 08:37:00,Slots,Bank Transfer,69.44,64.61,49.72,0.0,0.0,2026-03-16
T000715,P0047,2026-01-30 10:54:00,Table Games,Card,40.33,38.99,94.37,0.0,52.03,2026-01-30
T000716,P0047,2026-01-15 16:15:00,Sportsbook,Crypto,55.78,40.18,0.0,0.0,0.0,2026-01-15
T000717,P0047,2026-01-06 20:33:00,Slots,E-Wallet,12.67,9.51,0.0,0.0,0.0,2026-01-06
T000718,P0047,2026-02-18 08:18:00,Slots,Card,9.78,7.34,0.0,0.0,0.0,2026-02-18
T000719,P0047,2026-03-28 10:46:00,Table Games,E-Wallet,58.07,34.5,38.06,0.0,0.0,2026-03-28
T000720,P0047,2026-02-12 09:11:00,Poker,Card,56.41,50.64,0.0,0.0,0.0,2026-02-12
T000721,P0047,2026-02-19 03:59:00,Sportsbook,E-Wallet,14.27,6.26,0.0,0.0,32.46,2026-02-19
T000722,P0047,2026-03-31 13:57:00,Sportsbook,E-Wallet,25.79,27.4,0.0,0.0,0.0,2026-03-31
T000723,P0047,2026-03-02 15:46:00,Slots,E-Wallet,41.9,41.29,0.0,0.0,0.0,2026-03-02
T000724,P0047,2026-03-31 23:50:00,Slots,Bank Transfer,23.44,24.16,0.0,0.0,0.0,2026-03-31
T000725,P0047,2026-02-11 02:37:00,Sportsbook,Card,54.91,47.54,0.0,0.0,0.0,2026-02-11
T000726,P0047,2026-02-25 15:28:00,Poker,Card,6.54,4.95,0.0,0.0,0.0,2026-02-25
T000727,P0047,2026-01-13 18:33:00,Slots,Card,41.84,41.45,0.0,0.0,41.23,2026-01-13
T000728,P0047,2026-01-20 04:06:00,Live Casino,Bank Transfer,42.59,22.86,0.0,45.57,36.41,2026-01-20
T000729,P0047,2026-02-27 03:01:00,Slots,Bank Transfer,77.63,72.77,0.0,0.0,0.0,2026-02-27
T000730,P0047,2026-03-05 01:17:00,Sportsbook,Card,43.47,50.65,0.0,0.0,0.0,2026-03-05
T000731,P0047,2026-03-05 00:11:00,Slots,Card,18.48,12.79,0.0,0.0,0.0,2026-03-05
T000732,P0047,2026-02-16 16:38:00,Table Games,Card,114.42,131.17,0.0,0.0,41.31,2026-02-16
T000733,P0048,2026-02-10 18:52:00,Poker,Card,69.32,72.66,0.0,0.0,0.0,2026-02-10
T000734,P0048,2026-01-15 13:56:00,Sportsbook,Card,61.41,26.6,43.59,0.0,0.0,2026-01-15
T000735,P0048,2026-03-23 09:04:00,Table Games,E-Wallet,5.0,4.12,0.0,0.0,44.23,2026-03-23
T000736,P0048,2026-01-28 06:42:00,Slots,Card,83.93,65.59,0.0,0.0,0.0,2026-01-28
T000737,P0048,2026-01-16 03:24:00,Slots,Bank Transfer,11.52,11.0,0.0,0.0,0.0,2026-01-16
T000738,P0048,2026-02-17 18:49:00,Table Games,Bank Transfer,40.06,29.07,0.0,0.0,0.0,2026-02-17
T000739,P0048,2026-02-19 08:52:00,Table Games,Card,22.07,22.34,0.0,0.0,0.0,2026-02-19
T000740,P0048,2026-03-09 01:45:00,Poker,Bank Transfer,67.76,73.79,0.0,0.0,0.0,2026-03-09
T000741,P0048,2026-01-21 22:29:00,Sportsbook,Card,101.86,59.07,0.0,0.0,48.24,2026-01-21
T000742,P0048,2026-01-21 21:38:00,Slots,Bank Transfer,39.58,28.35,0.0,0.0,0.0,2026-01-21
T000743,P0048,2026-03-08 01:55:00,Slots,E-Wallet,66.54,64.0,0.0,14.18,0.0,2026-03-08
T000744,P0048,2026-03-19 21:52:00,Sportsbook,Card,12.4,10.56,0.0,0.0,0.0,2026-03-19
T000745,P0049,2026-03-25 17:13:00,Slots,Card,77.21,59.68,0.0,0.0,0.0,2026-03-25
T000746,P0049,2026-02-10 19:53:00,Live Casino,Bank Transfer,31.11,26.25,0.0,0.0,0.0,2026-02-10
T000747,P0049,2026-03-24 00:14:00,Table Games,Bank Transfer,24.05,15.46,0.0,0.0,0.0,2026-03-24
T000748,P0049,2026-01-12 11:32:00,Slots,Card,7.26,5.29,0.0,0.0,49.64,2026-01-12
T000749,P0049,2026-02-16 07:53:00,Sportsbook,Card,50.1,29.12,0.0,0.0,27.7,2026-02-16
T000750,P0049,2026-01-15 10:19:00,Sportsbook,Bank Transfer,84.75,118.0,0.0,0.0,0.0,2026-01-15
T000751,P0049,2026-03-15 16:44:00,Sportsbook,Bank Transfer,132.51,139.7,0.0,0.0,15.53,2026-03-15
T000752,P0049,2026-03-15 11:33:00,Slots,Card,33.21,37.67,32.87,0.0,0.0,2026-03-15
T000753,P0049,2026-02-03 18:38:00,Sportsbook,E-Wallet,52.06,44.3,0.0,0.0,0.0,2026-02-03
T000754,P0049,2026-01-28 16:46:00,Slots,Bank Transfer,20.68,19.18,0.0,0.0,0.0,2026-01-28
T000755,P0049,2026-03-04 01:14:00,Slots,Crypto,53.91,46.36,0.0,0.0,15.58,2026-03-04
T000756,P0049,2026-01-08 19:17:00,Table Games,Card,17.18,13.78,0.0,0.0,0.0,2026-01-08
T000757,P0049,2026-02-15 13:56:00,Slots,Card,23.68,20.02,0.0,0.0,37.84,2026-02-15
T000758,P0049,2026-03-12 06:41:00,Slots,Card,59.63,45.53,0.0,0.0,0.0,2026-03-12
T000759,P0050,2026-02-08 14:32:00,Sportsbook,Card,12.89,8.54,0.0,0.0,0.0,2026-02-08
T000760,P0050,2026-01-12 00:26:00,Slots,Card,46.24,47.57,0.0,0.0,0.0,2026-01-12
T000761,P0050,2026-01-18 17:45:00,Slots,Card,19.14,13.72,0.0,0.0,0.0,2026-01-18
T000762,P0050,2026-01-15 12:49:00,Slots,E-Wallet,54.46,52.45,52.97,0.0,0.0,2026-01-15
T000763,P0051,2026-03-13 15:02:00,Sportsbook,Card,32.7,22.87,38.3,0.0,7.95,2026-03-13
T000764,P0051,2026-03-07 13:34:00,Slots,Bank Transfer,94.56,72.47,0.0,0.0,0.0,2026-03-07
T000765,P0051,2026-01-27 18:23:00,Live Casino,Card,8.2,7.39,0.0,0.0,0.0,2026-01-27
T000766,P0051,2026-03-26 15:47:00,Table Games,E-Wallet,28.77,29.07,0.0,0.0,19.14,2026-03-26
T000767,P0051,2026-02-03 03:26:00,Table Games,E-Wallet,24.05,14.89,78.49,0.0,0.0,2026-02-03
T000768,P0051,2026-02-22 19:00:00,Table Games,Card,7.91,5.11,0.0,0.0,0.0,2026-02-22
T000769,P0051,2026-02-23 15:43:00,Sportsbook,Card,38.44,28.57,0.0,0.0,0.0,2026-02-23
T000770,P0051,2026-03-21 00:02:00,Sportsbook,Card,77.38,66.12,0.0,0.0,47.81,2026-03-21
T000771,P0051,2026-03-24 00:26:00,Slots,Bank Transfer,103.57,90.92,0.0,0.0,0.0,2026-03-24
T000772,P0051,2026-01-31 15:21:00,Slots,Card,53.19,51.52,0.0,0.0,54.02,2026-01-31
T000773,P0051,2026-02-09 10:24:00,Slots,E-Wallet,99.65,67.69,0.0,33.54,0.0,2026-02-09
T000774,P0052,2026-02-02 20:28:00,Slots,E-Wallet,268.86,176.18,0.0,0.0,0.0,2026-02-02
T000775,P0052,2026-03-31 07:51:00,Live Casino,E-Wallet,243.42,299.79,0.0,0.0,0.0,2026-03-31
T000776,P0052,2026-01-26 09:21:00,Sportsbook,Card,191.95,250.69,0.0,0.0,0.0,2026-01-26
T000777,P0052,2026-01-01 12:02:00,Slots,Card,288.84,231.38,14.72,0.0,0.0,2026-01-01
T000778,P0052,2026-03-08 17:22:00,Slots,Card,260.19,246.95,0.0,0.0,0.0,2026-03-08
T000779,P0052,2026-01-23 13:10:00,Slots,Crypto,265.6,185.23,0.0,0.0,0.0,2026-01-23
T000780,P0052,2026-01-30 02:27:00,Slots,Card,166.13,164.73,0.0,0.0,0.0,2026-01-30
T000781,P0052,2026-02-28 13:41:00,Slots,Card,462.38,540.08,0.0,0.0,0.0,2026-02-28
T000782,P0052,2026-02-02 06:21:00,Table Games,Bank Transfer,379.15,352.07,0.0,0.0,0.0,2026-02-02
T000783,P0052,2026-01-07 07:44:00,Table Games,Crypto,224.39,167.98,0.0,0.0,0.0,2026-01-07
T000784,P0052,2026-01-21 23:49:00,Table Games,Card,305.59,371.42,0.0,0.0,0.0,2026-01-21
T000785,P0052,2026-03-24 09:43:00,Sportsbook,E-Wallet,107.29,79.86,0.0,0.0,0.0,2026-03-24
T000786,P0052,2026-02-09 11:45:00,Live Casino,Bank Transfer,266.38,270.99,0.0,0.0,0.0,2026-02-09
T000787,P0052,2026-01-06 22:04:00,Slots,Bank Transfer,169.89,126.52,0.0,31.74,28.36,2026-01-06
T000788,P0052,2026-02-07 01:32:00,Live Casino,Card,110.26,129.68,0.0,0.0,0.0,2026-02-07
T000789,P0052,2026-02-06 12:03:00,Live Casino,Bank Transfer,135.85,94.61,22.09,0.0,0.0,2026-02-06
T000790,P0052,2026-03-09 17:05:00,Sportsbook,Bank Transfer,189.08,215.91,0.0,0.0,0.0,2026-03-09
T000791,P0052,2026-01-31 18:56:00,Slots,Card,156.52,156.22,0.0,0.0,0.0,2026-01-31
T000792,P0052,2026-01-21 01:50:00,Slots,Bank Transfer,356.14,299.06,0.0,0.0,0.0,2026-01-21
T000793,P0052,2026-02-05 22:37:00,Table Games,Crypto,190.31,199.55,36.8,0.0,0.0,2026-02-05
T000794,P0052,2026-01-07 03:34:00,Slots,E-Wallet,202.89,173.04,0.0,84.67,0.0,2026-01-07
T000795,P0052,2026-03-29 14:30:00,Table Games,E-Wallet,451.17,447.31,0.0,0.0,0.0,2026-03-29
T000796,P0052,2026-02-26 22:17:00,Poker,Card,378.04,255.9,40.87,0.0,0.0,2026-02-26
T000797,P0052,2026-03-22 16:54:00,Sportsbook,Bank Transfer,405.62,371.44,0.0,0.0,0.0,2026-03-22
T000798,P0052,2026-03-24 09:35:00,Slots,Bank Transfer,169.18,157.88,0.0,0.0,0.0,2026-03-24
T000799,P0052,2026-03-12 03:57:00,Live Casino,Card,287.29,290.83,0.0,0.0,0.0,2026-03-12
T000800,P0052,2026-01-10 01:55:00,Slots,Card,234.21,208.76,0.0,0.0,0.0,2026-01-10
T000801,P0052,2026-03-18 18:16:00,Slots,Bank Transfer,117.57,95.28,0.0,0.0,0.0,2026-03-18
T000802,P0052,2026-02-10 16:03:00,Poker,Card,170.6,210.4,0.0,0.0,0.0,2026-02-10
T000803,P0052,2026-01-09 11:34:00,Slots,Card,286.72,182.17,0.0,0.0,26.4,2026-01-09
T000804,P0052,2026-02-26 21:17:00,Slots,Bank Transfer,139.53,110.78,0.0,0.0,0.0,2026-02-26
T000805,P0052,2026-03-28 10:19:00,Poker,E-Wallet,156.64,178.75,0.0,0.0,0.0,2026-03-28
T000806,P0052,2026-01-17 15:12:00,Slots,Card,180.52,149.75,0.0,0.0,0.0,2026-01-17
T000807,P0052,2026-02-02 19:37:00,Sportsbook,E-Wallet,304.91,378.59,0.0,0.0,0.0,2026-02-02
T000808,P0052,2026-01-18 06:46:00,Slots,Card,307.91,277.72,0.0,0.0,0.0,2026-01-18
T000809,P0052,2026-03-04 08:42:00,Sportsbook,Bank Transfer,339.8,332.87,0.0,33.42,0.0,2026-03-04
T000810,P0052,2026-02-27 12:01:00,Live Casino,Bank Transfer,107.54,93.85,0.0,0.0,0.0,2026-02-27
T000811,P0052,2026-02-17 08:06:00,Table Games,Bank Transfer,103.53,68.91,0.0,38.75,0.0,2026-02-17
T000812,P0052,2026-03-18 19:47:00,Slots,Bank Transfer,599.64,639.56,0.0,0.0,0.0,2026-03-18
T000813,P0052,2026-02-09 06:27:00,Live Casino,Card,172.18,163.75,0.0,17.74,0.0,2026-02-09
T000814,P0053,2026-01-15 12:41:00,Slots,Card,49.79,46.18,0.0,0.0,47.93,2026-01-15
T000815,P0053,2026-01-30 08:49:00,Slots,Card,16.22,13.85,0.0,0.0,0.0,2026-01-30
T000816,P0053,2026-03-08 15:25:00,Sportsbook,Bank Transfer,64.99,54.15,0.0,0.0,10.72,2026-03-08
T000817,P0053,2026-03-23 21:07:00,Live Casino,Card,15.14,9.7,0.0,0.0,0.0,2026-03-23
T000818,P0053,2026-02-04 23:41:00,Sportsbook,Bank Transfer,31.61,24.64,0.0,0.0,0.0,2026-02-04
T000819,P0053,2026-02-21 22:34:00,Poker,E-Wallet,18.79,15.46,37.22,0.0,0.0,2026-02-21
T000820,P0053,2026-01-09 04:04:00,Live Casino,Crypto,106.91,110.96,0.0,34.33,0.0,2026-01-09
T000821,P0053,2026-01-07 06:07:00,Poker,Bank Transfer,41.05,32.53,0.0,0.0,29.75,2026-01-07
T000822,P0053,2026-03-08 07:04:00,Poker,Card,56.05,37.34,0.0,0.0,0.0,2026-03-08
T000823,P0053,2026-03-08 12:27:00,Table Games,Bank Transfer,12.17,14.85,47.29,0.0,0.0,2026-03-08
T000824,P0053,2026-02-10 12:36:00,Sportsbook,Card,100.94,135.1,0.0,0.0,0.0,2026-02-10
T000825,P0053,2026-01-01 01:44:00,Sportsbook,Crypto,56.99,18.9,23.12,0.0,0.0,2026-01-01
T000826,P0053,2026-03-05 23:33:00,Slots,E-Wallet,5.0,3.43,0.0,0.0,0.0,2026-03-05
T000827,P0054,2026-01-18 12:21:00,Slots,Bank Transfer,78.63,60.04,0.0,0.0,0.0,2026-01-18
T000828,P0054,2026-01-11 02:14:00,Table Games,Crypto,33.93,26.31,30.04,0.0,0.0,2026-01-11
T000829,P0054,2026-02-17 22:05:00,Poker,Bank Transfer,23.5,20.74,0.0,0.0,0.0,2026-02-17
T000830,P0054,2026-01-27 11:12:00,Live Casino,Bank Transfer,22.45,23.63,0.0,0.0,0.0,2026-01-27
T000831,P0054,2026-03-03 08:56:00,Slots,E-Wallet,11.39,6.72,0.0,0.0,0.0,2026-03-03
T000832,P0055,2026-01-17 23:52:00,Live Casino,E-Wallet,75.73,55.96,0.0,0.0,0.0,2026-01-17
T000833,P0055,2026-01-31 04:31:00,Poker,Card,95.81,90.46,69.88,0.0,0.0,2026-01-31
T000834,P0055,2026-02-13 08:00:00,Poker,Card,5.0,4.11,60.86,0.0,49.02,2026-02-13
T000835,P0055,2026-02-14 14:01:00,Live Casino,Card,38.82,34.9,0.0,0.0,0.0,2026-02-14
T000836,P0055,2026-01-23 10:21:00,Live Casino,Crypto,39.61,31.06,0.0,0.0,20.13,2026-01-23
T000837,P0055,2026-03-02 03:06:00,Slots,E-Wallet,64.39,77.16,0.0,0.0,0.0,2026-03-02
T000838,P0055,2026-02-26 19:48:00,Slots,E-Wallet,49.98,65.73,0.0,0.0,52.85,2026-02-26
T000839,P0055,2026-03-29 22:04:00,Sportsbook,Card,69.95,55.55,0.0,0.0,0.0,2026-03-29
T000840,P0055,2026-02-03 02:29:00,Sportsbook,Card,49.37,53.73,0.0,0.0,26.54,2026-02-03
T000841,P0055,2026-01-16 20:09:00,Sportsbook,Card,28.44,10.91,54.06,0.0,0.0,2026-01-16
T000842,P0056,2026-01-23 12:46:00,Live Casino,Card,13.15,12.43,0.0,0.0,0.0,2026-01-23
T000843,P0056,2026-03-07 13:51:00,Table Games,E-Wallet,44.54,51.53,0.0,0.0,28.99,2026-03-07
T000844,P0056,2026-01-04 12:17:00,Poker,Bank Transfer,48.51,39.43,0.0,0.0,0.0,2026-01-04
T000845,P0056,2026-02-12 04:56:00,Sportsbook,Card,20.57,20.6,0.0,0.0,25.32,2026-02-12
T000846,P0056,2026-03-28 04:05:00,Sportsbook,E-Wallet,12.09,7.25,0.0,0.0,11.36,2026-03-28
T000847,P0056,2026-03-28 01:59:00,Sportsbook,Card,58.01,52.77,20.43,0.0,0.0,2026-03-28
T000848,P0056,2026-03-31 21:55:00,Slots,Crypto,21.0,22.45,0.0,0.0,0.0,2026-03-31
T000849,P0056,2026-03-08 01:47:00,Table Games,E-Wallet,15.45,16.09,0.0,0.0,0.0,2026-03-08
T000850,P0056,2026-03-08 14:47:00,Table Games,E-Wallet,25.25,25.68,0.0,0.0,0.0,2026-03-08
T000851,P0056,2026-02-10 16:34:00,Slots,Card,32.45,30.45,0.0,0.0,31.33,2026-02-10
T000852,P0056,2026-01-26 06:32:00,Slots,E-Wallet,56.81,62.47,0.0,36.39,0.0,2026-01-26
T000853,P0056,2026-03-17 02:51:00,Poker,E-Wallet,75.16,45.88,54.4,0.0,8.85,2026-03-17
T000854,P0057,2026-02-03 01:47:00,Sportsbook,Card,52.16,49.44,0.0,0.0,0.0,2026-02-03
T000855,P0057,2026-01-17 19:56:00,Sportsbook,E-Wallet,88.22,92.15,0.0,0.0,0.0,2026-01-17
T000856,P0057,2026-03-27 15:10:00,Slots,Bank Transfer,24.02,20.08,0.0,0.0,0.0,2026-03-27
T000857,P0057,2026-03-06 15:46:00,Live Casino,E-Wallet,176.17,244.75,0.0,0.0,26.69,2026-03-06
T000858,P0057,2026-01-21 20:05:00,Live Casino,E-Wallet,113.12,60.95,0.0,0.0,0.0,2026-01-21
T000859,P0057,2026-02-09 08:04:00,Live Casino,Card,218.57,275.5,0.0,0.0,0.0,2026-02-09
T000860,P0057,2026-03-05 01:25:00,Sportsbook,Card,35.37,37.46,0.0,0.0,0.0,2026-03-05
T000861,P0057,2026-03-17 08:31:00,Slots,E-Wallet,275.72,182.22,0.0,0.0,0.0,2026-03-17
T000862,P0057,2026-03-15 11:09:00,Live Casino,Card,114.23,110.69,127.34,0.0,0.0,2026-03-15
T000863,P0057,2026-03-24 21:56:00,Poker,E-Wallet,91.96,79.35,0.0,0.0,0.0,2026-03-24
T000864,P0057,2026-02-02 08:45:00,Slots,E-Wallet,104.63,88.45,0.0,0.0,0.0,2026-02-02
T000865,P0057,2026-01-09 04:10:00,Slots,E-Wallet,147.69,166.63,0.0,0.0,0.0,2026-01-09
T000866,P0057,2026-01-02 22:10:00,Live Casino,Card,139.1,92.99,0.0,0.0,0.0,2026-01-02
T000867,P0057,2026-01-06 22:35:00,Live Casino,Card,96.16,105.51,19.66,62.0,16.99,2026-01-06
T000868,P0057,2026-01-18 23:57:00,Live Casino,E-Wallet,16.86,14.05,0.0,13.5,0.0,2026-01-18
T000869,P0057,2026-02-03 23:17:00,Slots,Card,203.19,163.0,37.4,0.0,0.0,2026-02-03
T000870,P0058,2026-02-04 05:53:00,Sportsbook,Bank Transfer,86.39,75.56,64.57,0.0,0.0,2026-02-04
T000871,P0058,2026-03-28 03:48:00,Slots,E-Wallet,77.05,63.22,0.0,0.0,34.85,2026-03-28
T000872,P0058,2026-03-18 09:37:00,Slots,Card,44.33,48.32,0.0,0.0,0.0,2026-03-18
T000873,P0058,2026-03-12 12:53:00,Slots,Card,161.5,172.08,0.0,0.0,0.0,2026-03-12
T000874,P0058,2026-01-08 23:16:00,Live Casino,E-Wallet,154.59,151.67,156.87,0.0,0.0,2026-01-08
T000875,P0058,2026-01-31 07:29:00,Sportsbook,Bank Transfer,102.96,52.68,0.0,0.0,0.0,2026-01-31
T000876,P0058,2026-02-25 06:06:00,Poker,Card,163.69,116.35,0.0,0.0,0.0,2026-02-25
T000877,P0058,2026-01-07 11:57:00,Slots,E-Wallet,124.92,122.25,51.04,0.0,0.0,2026-01-07
T000878,P0058,2026-03-30 02:29:00,Sportsbook,Card,60.66,50.22,0.0,0.0,0.0,2026-03-30
T000879,P0058,2026-03-26 18:02:00,Sportsbook,Card,86.0,64.3,0.0,0.0,0.0,2026-03-26
T000880,P0058,2026-01-10 03:09:00,Slots,E-Wallet,174.53,173.0,0.0,0.0,0.0,2026-01-10
T000881,P0058,2026-02-11 12:40:00,Live Casino,Crypto,45.35,53.72,0.0,0.0,0.0,2026-02-11
T000882,P0058,2026-01-05 19:56:00,Slots,E-Wallet,78.01,63.67,77.89,0.0,0.0,2026-01-05
T000883,P0058,2026-01-09 02:35:00,Live Casino,E-Wallet,196.76,267.72,0.0,0.0,0.0,2026-01-09
T000884,P0058,2026-01-28 18:37:00,Slots,Bank Transfer,71.45,82.49,0.0,0.0,0.0,2026-01-28
T000885,P0058,2026-02-24 08:09:00,Slots,Bank Transfer,39.13,37.14,0.0,0.0,0.0,2026-02-24
T000886,P0058,2026-02-25 00:20:00,Table Games,E-Wallet,79.62,89.03,0.0,0.0,0.0,2026-02-25
T000887,P0058,2026-02-16 15:15:00,Sportsbook,Crypto,66.08,35.41,0.0,0.0,0.0,2026-02-16
T000888,P0059,2026-03-03 10:41:00,Slots,E-Wallet,43.07,37.32,0.0,0.0,0.0,2026-03-03
T000889,P0059,2026-02-10 17:33:00,Sportsbook,Card,38.58,28.67,0.0,4.62,0.0,2026-02-10
T000890,P0060,2026-01-13 09:43:00,Live Casino,Crypto,55.5,55.57,0.0,0.0,0.0,2026-01-13
T000891,P0060,2026-02-05 00:07:00,Table Games,Card,42.75,43.81,30.0,0.0,0.0,2026-02-05
T000892,P0060,2026-03-20 15:56:00,Slots,Card,180.8,185.7,0.0,0.0,0.0,2026-03-20
T000893,P0060,2026-01-22 07:47:00,Table Games,Card,232.45,250.52,0.0,0.0,0.0,2026-01-22
T000894,P0060,2026-02-14 02:21:00,Slots,Card,68.45,76.3,0.0,0.0,0.0,2026-02-14
